"","tract_name","pop_total","pop_total_25plus","median_household_income","pop_white","pop_black","pop_amerindian","pop_asian","pop_nativehawaii","pop_otherrace","pop_tworaces","pop_hispanic","mhinc_2544ages","mhinc_4465ages","fips_state_code","fips_county_code","tract","mhinc","pct_popam","pct_popas","pct_pophi","pct_popbl","pct_popwh","pct_pophp","pct_poptr","pct_popothr","pocrace","race_brks_nonwhiteasian","inc_brks"
"128","Census Tract 6040.02, Los Angeles County, California",4968,3437,57738,841,256,0,746,39,42,60,2984,69128,57630,6,37,"604002",126758,0,15,60.1,5.2,16.9,0.8,1.2,0.8,65.3,"60-79%","$100-149k"
"129","Census Tract 6040.01, Los Angeles County, California",4614,3015,58080,847,383,0,309,117,0,50,2908,68690,54722,6,37,"604001",123412,0,6.7,63,8.3,18.4,2.5,1.1,0,71.3,"60-79%","$100-149k"
"130","Census Tract 6038.02, Los Angeles County, California",3837,2562,56806,486,358,15,340,155,0,133,2350,54522,74107,6,37,"603802",128629,0.4,8.9,61.2,9.3,12.7,4,3.5,0,70.9,"60-79%","$100-149k"
"131","Census Tract 4333.06, Los Angeles County, California",3264,2060,51979,80,0,0,874,49,0,5,2256,58000,51563,6,37,"433306",109563,0,26.8,69.1,0,2.5,1.5,0.2,0,69.1,"60-79%","$100-149k"
"132","Census Tract 4333.05, Los Angeles County, California",5194,3229,49280,53,17,0,1519,29,0,12,3564,48200,52634,6,37,"433305",100834,0,29.2,68.6,0.3,1,0.6,0.2,0,68.9,"60-79%","$100-149k"
"133","Census Tract 4333.04, Los Angeles County, California",5153,3384,41755,131,39,25,1669,0,0,114,3175,39883,50625,6,37,"433304",90508,0.5,32.4,61.6,0.8,2.5,0,2.2,0,62.9,"60-79%","$75-99k"
"134","Census Tract 4315.02, Los Angeles County, California",4220,2989,60000,1159,16,23,1890,0,0,96,1036,51475,84524,6,37,"431502",135999,0.5,44.8,24.5,0.4,27.5,0,2.3,0,25.4,"20-39%","$100-149k"
"135","Census Tract 4315.01, Los Angeles County, California",4567,3331,48884,744,245,8,1945,0,0,33,1592,70450,72708,6,37,"431501",143158,0.2,42.6,34.9,5.4,16.3,0,0.7,0,40.5,"40-59%","$100-149k"
"136","Census Tract 8.17, San Bernardino County, California",3610,2524,76719,2125,125,0,414,1,15,28,902,75536,112750,6,71,"000817",188286,0,11.5,25,3.5,58.9,0,0.8,0.4,28.5,"20-39%","$150-199k"
"137","Census Tract 8.15, San Bernardino County, California",3362,2522,129602,1638,212,0,574,0,0,50,888,135156,143147,6,71,"000815",278303,0,17.1,26.4,6.3,48.7,0,1.5,0,32.7,"20-39%","$200k+"
"138","Census Tract 4.03, San Bernardino County, California",4340,2917,68426,1675,145,15,435,0,0,96,1974,65000,73578,6,71,"000403",138578,0.3,10,45.5,3.3,38.6,0,2.2,0,49.1,"40-59%","$100-149k"
"139","Census Tract 75.12, Ventura County, California",5468,3531,109338,3496,87,0,529,0,6,204,1146,108250,127721,6,111,"007512",235971,0,9.7,21,1.6,63.9,0,3.7,0.1,22.6,"20-39%","$200k+"
"140","Census Tract 75.11, Ventura County, California",2369,1705,163125,1574,38,83,245,0,7,118,304,119271,178393,6,111,"007511",297664,3.5,10.3,12.8,1.6,66.4,0,5,0.3,17.9,"0-19%","$200k+"
"141","Census Tract 74.05, Ventura County, California",6347,4272,133917,4602,100,0,781,0,0,401,463,129266,144530,6,111,"007405",273796,0,12.3,7.3,1.6,72.5,0,6.3,0,8.9,"0-19%","$200k+"
"142","Census Tract 58.02, Ventura County, California",9436,6080,142009,6877,56,0,1477,0,0,245,781,155667,178448,6,111,"005802",334115,0,15.7,8.3,0.6,72.9,0,2.6,0,8.9,"0-19%","$200k+"
"143","Census Tract 58.01, Ventura County, California",5299,3306,136921,4068,25,25,549,0,16,175,441,158401,150982,6,111,"005801",309383,0.5,10.4,8.3,0.5,76.8,0,3.3,0.3,9.3,"0-19%","$200k+"
"144","Census Tract 30.11, Ventura County, California",5689,3358,45250,551,164,0,299,8,0,19,4648,45000,38750,6,111,"003011",83750,0,5.3,81.7,2.9,9.7,0.1,0.3,0,84.6,"80-89%","$75-99k"
"145","Census Tract 432.74, Riverside County, California",2728,1740,81894,1277,32,163,53,57,0,38,1108,83963,83264,6,65,"043274",167227,6,1.9,40.6,1.2,46.8,2.1,1.4,0,47.8,"40-59%","$150-199k"
"146","Census Tract 9800.04, Riverside County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,65,"980004",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"147","Census Tract 9810, Riverside County, California",6013,5321,-666666666,1064,1172,24,163,46,6,183,3355,NA,NA,6,65,"981000",NA,0.4,2.7,55.8,19.5,17.7,0.8,3,0.1,75.7,"60-79%",NA
"148","Census Tract 9405, Riverside County, California",2049,1937,76484,1784,19,12,52,13,0,25,144,97708,106563,6,65,"940500",204271,0.6,2.5,7,0.9,87.1,0.6,1.2,0,8.5,"0-19%","$200k+"
"149","Census Tract 512, Riverside County, California",4002,2632,62317,1749,49,9,332,0,14,97,1752,52639,77813,6,65,"051200",130452,0.2,8.3,43.8,1.2,43.7,0,2.4,0.3,45.2,"40-59%","$100-149k"
"150","Census Tract 511, Riverside County, California",7124,4033,73949,1033,1759,0,548,0,0,53,3731,74356,78125,6,65,"051100",152481,0,7.7,52.4,24.7,14.5,0,0.7,0,77.1,"60-79%","$150-199k"
"151","Census Tract 507, Riverside County, California",12921,7844,96292,5704,996,34,1061,111,0,1080,3935,90213,127679,6,65,"050700",217892,0.3,8.2,30.5,7.7,44.1,0.9,8.4,0,38.5,"20-39%","$200k+"
"152","Census Tract 85.12, Sacramento County, California",4424,2749,170197,2915,0,0,1194,0,0,76,239,180750,179722,6,67,"008512",360472,0,27,5.4,0,65.9,0,1.7,0,5.4,"0-19%","$200k+"
"153","Census Tract 85.09, Sacramento County, California",4847,3088,157857,3159,1,0,1074,0,0,383,230,160682,171053,6,67,"008509",331735,0,22.2,4.7,0,65.2,0,7.9,0,4.7,"0-19%","$200k+"
"154","Census Tract 85.06, Sacramento County, California",2664,2018,57617,1362,45,0,943,0,0,104,210,96927,58917,6,67,"008506",155844,0,35.4,7.9,1.7,51.1,0,3.9,0,9.6,"0-19%","$150-199k"
"155","Census Tract 74.28, Sacramento County, California",3498,2482,69492,2485,135,0,283,18,0,213,364,70000,72000,6,67,"007428",142000,0,8.1,10.4,3.9,71,0.5,6.1,0,14.3,"0-19%","$100-149k"
"156","Census Tract 71.07, Sacramento County, California",3580,2582,115417,1372,426,36,785,61,68,234,598,121389,121579,6,67,"007107",242968,1,21.9,16.7,11.9,38.3,1.7,6.5,1.9,29.6,"20-39%","$200k+"
"157","Census Tract 71.06, Sacramento County, California",8407,5599,97995,2777,890,86,1714,124,45,381,2390,98724,96831,6,67,"007106",195555,1,20.4,28.4,10.6,33,1.5,4.5,0.5,40,"20-39%","$150-199k"
"158","Census Tract 71.02, Sacramento County, California",7700,5933,78571,3198,1001,111,2212,0,0,219,959,103160,83854,6,67,"007102",187014,1.4,28.7,12.5,13,41.5,0,2.8,0,26.9,"20-39%","$150-199k"
"159","Census Tract 70.20, Sacramento County, California",4449,2998,84826,2145,421,41,472,16,0,278,1076,78148,104449,6,67,"007020",182597,0.9,10.6,24.2,9.5,48.2,0.4,6.2,0,34.6,"20-39%","$150-199k"
"160","Census Tract 70.17, Sacramento County, California",3194,2148,73438,1236,401,0,606,0,23,95,833,72434,83073,6,67,"007017",155507,0,19,26.1,12.6,38.7,0,3,0.7,38.7,"20-39%","$150-199k"
"161","Census Tract 104.03, San Luis Obispo County, California",3802,3367,67111,2976,17,0,127,0,0,41,641,NA,72039,6,79,"010403",NA,0,3.3,16.9,0.4,78.3,0,1.1,0,17.3,"0-19%",NA
"162","Census Tract 73.01, Sacramento County, California",5071,3202,36830,2112,730,9,248,0,0,345,1627,40938,35833,6,67,"007301",76771,0.2,4.9,32.1,14.4,41.6,0,6.8,0,46.7,"40-59%","$75-99k"
"163","Census Tract 4371.02, Alameda County, California",4586,3144,72168,463,389,9,1813,24,11,307,1570,67460,95063,6,1,"437102",162523,0.2,39.5,34.2,8.5,10.1,0.5,6.7,0.2,42.9,"40-59%","$150-199k"
"164","Census Tract 186.14, San Diego County, California",6024,4433,47585,2284,387,0,412,104,0,345,2492,53079,57955,6,73,"018614",111034,0,6.8,41.4,6.4,37.9,1.7,5.7,0,47.8,"40-59%","$100-149k"
"165","Census Tract 170.56, San Diego County, California",4399,3210,101085,2224,107,4,1251,0,0,183,630,101701,113125,6,73,"017056",214826,0.1,28.4,14.3,2.4,50.6,0,4.2,0,16.8,"0-19%","$200k+"
"166","Census Tract 4377.01, Alameda County, California",3745,2186,58197,438,371,39,303,160,0,202,2232,46950,60847,6,1,"437701",107797,1,8.1,59.6,9.9,11.7,4.3,5.4,0,70.5,"60-79%","$100-149k"
"167","Census Tract 4371.01, Alameda County, California",7186,4988,109435,1001,427,15,3623,227,9,407,1477,120972,112222,6,1,"437101",233194,0.2,50.4,20.6,5.9,13.9,3.2,5.7,0.1,26.7,"20-39%","$200k+"
"168","Census Tract 133.1, San Diego County, California",29528,18326,75678,3778,1977,0,9302,223,96,563,13589,60476,93449,6,73,"013310",153925,0,31.5,46,6.7,12.8,0.8,1.9,0.3,52.7,"40-59%","$150-199k"
"169","Census Tract 133.14, San Diego County, California",20534,11926,107352,2889,1238,23,4038,42,591,1428,10285,99234,112372,6,73,"013314",211606,0.1,19.7,50.1,6,14.1,0.2,7,2.9,56.2,"40-59%","$200k+"
"170","Census Tract 5080.04, Santa Clara County, California",6906,4602,123763,1842,223,0,4136,0,0,165,540,130871,123833,6,85,"508004",254704,0,59.9,7.8,3.2,26.7,0,2.4,0,11,"0-19%","$200k+"
"171","Census Tract 5085.07, Santa Clara County, California",3392,2520,105446,611,211,13,2017,0,0,116,424,115058,95104,6,85,"508507",210162,0.4,59.5,12.5,6.2,18,0,3.4,0,19.1,"0-19%","$200k+"
"172","Census Tract 5085.08, Santa Clara County, California",5410,3871,88375,1830,75,0,2512,0,0,292,701,139048,95729,6,85,"508508",234777,0,46.4,13,1.4,33.8,0,5.4,0,14.4,"0-19%","$200k+"
"173","Census Tract 5050.09, Santa Clara County, California",9596,6824,104010,2336,483,0,3397,0,38,343,2999,130833,69412,6,85,"505009",200245,0,35.4,31.3,5,24.3,0,3.6,0.4,36.3,"20-39%","$200k+"
"174","Census Tract 2410.02, Los Angeles County, California",3956,2045,39837,21,1528,0,0,0,23,35,2349,54375,55952,6,37,"241002",110327,0,0,59.4,38.6,0.5,0,0.9,0.6,98,"90-100%","$100-149k"
"175","Census Tract 2410.01, Los Angeles County, California",4460,2588,37917,18,1132,0,6,5,22,37,3240,40789,44457,6,37,"241001",85246,0,0.1,72.6,25.4,0.4,0.1,0.8,0.5,98,"90-100%","$75-99k"
"176","Census Tract 2404.02, Los Angeles County, California",3756,2251,33705,2,1278,0,1,0,0,65,2410,32460,39333,6,37,"240402",71793,0,0,64.2,34,0.1,0,1.7,0,98.2,"90-100%","$50-74k"
"177","Census Tract 6025.07, Los Angeles County, California",4607,2873,48050,183,2054,0,190,0,14,451,1715,43092,51294,6,37,"602507",94386,0,4.1,37.2,44.6,4,0,9.8,0.3,81.8,"80-89%","$75-99k"
"178","Census Tract 6025.06, Los Angeles County, California",3959,2462,37017,153,1529,0,187,4,82,104,1900,33833,38448,6,37,"602506",72281,0,4.7,48,38.6,3.9,0.1,2.6,2.1,86.6,"80-89%","$50-74k"
"179","Census Tract 6003.03, Los Angeles County, California",4101,2250,20464,67,1620,0,1,0,0,0,2413,15543,21971,6,37,"600303",37514,0,0,58.8,39.5,1.6,0,0,0,98.3,"90-100%","<$50k"
"180","Census Tract 9902, Los Angeles County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,37,"990200",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"181","Census Tract 66.03, San Bernardino County, California",6019,3655,63569,924,77,1,293,0,0,0,4724,55192,84615,6,71,"006603",139807,0,4.9,78.5,1.3,15.4,0,0,0,79.8,"60-79%","$100-149k"
"182","Census Tract 66.04, San Bernardino County, California",3532,2138,34906,357,315,0,25,0,0,75,2760,33199,43958,6,71,"006604",77157,0,0.7,78.1,8.9,10.1,0,2.1,0,87,"80-89%","$75-99k"
"183","Census Tract 38.01, San Bernardino County, California",4865,2909,66906,617,923,0,150,0,0,1,3174,75114,66824,6,71,"003801",141938,0,3.1,65.2,19,12.7,0,0,0,84.2,"80-89%","$100-149k"
"184","Census Tract 38.03, San Bernardino County, California",5407,3176,57098,421,497,0,240,0,0,150,4099,55859,71862,6,71,"003803",127721,0,4.4,75.8,9.2,7.8,0,2.8,0,85,"80-89%","$100-149k"
"185","Census Tract 43.02, San Bernardino County, California",4124,2398,28990,272,222,0,20,0,0,14,3596,NA,35781,6,71,"004302",NA,0,0.5,87.2,5.4,6.6,0,0.3,0,92.6,"90-100%",NA
"186","Census Tract 8.13, San Bernardino County, California",3370,2588,88819,2095,94,0,311,0,0,78,792,137604,94147,6,71,"000813",231751,0,9.2,23.5,2.8,62.2,0,2.3,0,26.3,"20-39%","$200k+"
"187","Census Tract 1.17, San Bernardino County, California",7127,5109,110441,2325,133,15,2880,0,35,196,1543,113571,127109,6,71,"000117",240680,0.2,40.4,21.7,1.9,32.6,0,2.8,0.5,23.8,"20-39%","$200k+"
"188","Census Tract 6.06, San Bernardino County, California",3931,2284,73580,541,63,11,443,0,0,57,2816,67218,87798,6,71,"000606",155016,0.3,11.3,71.6,1.6,13.8,0,1.5,0,73.5,"60-79%","$150-199k"
"189","Census Tract 5.04, San Bernardino County, California",4486,2846,97151,1624,90,2,311,0,0,67,2392,107411,107083,6,71,"000504",214494,0,6.9,53.3,2,36.2,0,1.5,0,55.3,"40-59%","$200k+"
"190","Census Tract 1.18, San Bernardino County, California",4770,3145,119522,1008,82,26,2249,29,0,114,1262,115000,128889,6,71,"000118",243889,0.5,47.1,26.5,1.7,21.1,0.6,2.4,0,28.7,"20-39%","$200k+"
"191","Census Tract 13.10, San Bernardino County, California",6032,3836,54375,839,149,4,56,4,58,96,4826,49097,75410,6,71,"001310",124507,0.1,0.9,80,2.5,13.9,0.1,1.6,1,82.6,"80-89%","$100-149k"
"192","Census Tract 13.05, San Bernardino County, California",4443,2616,37912,346,96,40,240,0,0,5,3716,35662,46071,6,71,"001305",81733,0.9,5.4,83.6,2.2,7.8,0,0.1,0,86.7,"80-89%","$75-99k"
"193","Census Tract 13.09, San Bernardino County, California",4170,2684,53984,455,118,0,246,0,0,63,3288,58056,59000,6,71,"001309",117056,0,5.9,78.8,2.8,10.9,0,1.5,0,81.6,"80-89%","$100-149k"
"194","Census Tract 13.08, San Bernardino County, California",4578,2726,48843,470,112,42,261,174,0,44,3475,51393,50750,6,71,"001308",102143,0.9,5.7,75.9,2.4,10.3,3.8,1,0,79.2,"60-79%","$100-149k"
"195","Census Tract 2392.02, Los Angeles County, California",5589,2925,31716,14,1046,0,0,0,0,42,4487,26146,43854,6,37,"239202",70000,0,0,80.3,18.7,0.3,0,0.8,0,99,"90-100%","$50-74k"
"196","Census Tract 2392.01, Los Angeles County, California",3842,2190,34418,27,760,5,1,0,0,12,3037,30385,35455,6,37,"239201",65840,0.1,0,79,19.8,0.7,0,0.3,0,98.9,"90-100%","$50-74k"
"197","Census Tract 2374.02, Los Angeles County, California",3011,2017,34719,38,1208,0,0,0,7,5,1753,36500,37222,6,37,"237402",73722,0,0,58.2,40.1,1.3,0,0.2,0.2,98.3,"90-100%","$50-74k"
"198","Census Tract 2374.01, Los Angeles County, California",3967,2435,33661,44,975,0,0,0,11,11,2926,27557,38690,6,37,"237401",66247,0,0,73.8,24.6,1.1,0,0.3,0.3,98.4,"90-100%","$50-74k"
"199","Census Tract 2372.02, Los Angeles County, California",4708,2746,40511,108,1470,0,32,0,0,16,3082,42284,55167,6,37,"237202",97451,0,0.7,65.5,31.2,2.3,0,0.3,0,96.7,"90-100%","$75-99k"
"200","Census Tract 2372.01, Los Angeles County, California",3581,2263,41858,8,926,0,49,0,18,40,2540,42370,49773,6,37,"237201",92143,0,1.4,70.9,25.9,0.2,0,1.1,0.5,96.8,"90-100%","$75-99k"
"201","Census Tract 2371.01, Los Angeles County, California",3926,2250,30530,25,896,0,16,0,0,0,2989,30859,31761,6,37,"237101",62620,0,0.4,76.1,22.8,0.6,0,0,0,98.9,"90-100%","$50-74k"
"202","Census Tract 2362.04, Los Angeles County, California",2944,1982,23491,115,1633,7,38,0,18,18,1115,32569,16845,6,37,"236204",49414,0.2,1.3,37.9,55.5,3.9,0,0.6,0.6,93.6,"90-100%","<$50k"
"203","Census Tract 2362.03, Los Angeles County, California",3269,2302,27092,74,1924,34,164,10,62,111,890,30797,22697,6,37,"236203",53494,1,5,27.2,58.9,2.3,0.3,3.4,1.9,87.1,"80-89%","$50-74k"
"204","Census Tract 2349.02, Los Angeles County, California",3908,2443,25893,58,1555,8,48,10,128,30,2071,30318,NA,6,37,"234902",NA,0.2,1.2,53,39.8,1.5,0.3,0.8,3.3,93,"90-100%",NA
"205","Census Tract 2220.01, Los Angeles County, California",3022,2046,51838,246,858,0,28,0,6,53,1831,52578,44539,6,37,"222001",97117,0,0.9,60.6,28.4,8.1,0,1.8,0.2,89,"80-89%","$75-99k"
"206","Census Tract 2216.02, Los Angeles County, California",2939,1841,24063,66,74,11,175,0,0,0,2613,34271,28482,6,37,"221602",62753,0.4,6,88.9,2.5,2.2,0,0,0,91.8,"90-100%","$50-74k"
"207","Census Tract 2216.01, Los Angeles County, California",3159,2106,32974,208,439,0,127,0,9,20,2356,27200,38424,6,37,"221601",65624,0,4,74.6,13.9,6.6,0,0.6,0.3,88.5,"80-89%","$50-74k"
"208","Census Tract 2214.02, Los Angeles County, California",2857,1957,34250,208,575,0,431,0,43,22,1578,40833,40000,6,37,"221402",80833,0,15.1,55.2,20.1,7.3,0,0.8,1.5,75.3,"60-79%","$75-99k"
"209","Census Tract 2943.01, Los Angeles County, California",2639,1722,66510,211,27,0,209,0,12,7,2173,NA,73333,6,37,"294301",NA,0,7.9,82.3,1,8,0,0.3,0.5,83.3,"80-89%",NA
"210","Census Tract 9800.08, Los Angeles County, California",74,43,48125,0,0,0,0,0,0,0,74,NA,NA,6,37,"980008",NA,0,0,100,0,0,0,0,0,100,"90-100%",NA
"211","Census Tract 2933.07, Los Angeles County, California",2601,1722,47337,262,214,0,391,0,0,84,1650,55531,43929,6,37,"293307",99460,0,15,63.4,8.2,10.1,0,3.2,0,71.6,"60-79%","$75-99k"
"212","Census Tract 2781.02, Los Angeles County, California",3118,2764,155694,2491,53,0,153,0,28,124,269,124886,166667,6,37,"278102",291553,0,4.9,8.6,1.7,79.9,0,4,0.9,10.3,"0-19%","$200k+"
"213","Census Tract 9800.09, Los Angeles County, California",5,0,-666666666,0,0,0,3,0,0,0,2,NA,NA,6,37,"980009",NA,0,60,40,0,0,0,0,0,40,"20-39%",NA
"214","Census Tract 9800.07, Los Angeles County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,37,"980007",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"215","Census Tract 9800.06, Los Angeles County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,37,"980006",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"216","Census Tract 21.05, San Bernardino County, California",5454,3539,62708,1240,390,0,485,0,36,129,3174,93205,61532,6,71,"002105",154737,0,8.9,58.2,7.2,22.7,0,2.4,0.7,65.4,"60-79%","$150-199k"
"217","Census Tract 6025.05, Los Angeles County, California",4439,2626,35337,325,1477,0,134,0,0,141,2362,40114,37017,6,37,"602505",77131,0,3,53.2,33.3,7.3,0,3.2,0,86.5,"80-89%","$75-99k"
"218","Census Tract 6025.04, Los Angeles County, California",4775,2956,39894,316,1661,0,495,0,0,266,2037,41180,32143,6,37,"602504",73323,0,10.4,42.7,34.8,6.6,0,5.6,0,77.5,"60-79%","$50-74k"
"219","Census Tract 9800.05, Los Angeles County, California",0,0,-666666666,0,0,0,0,0,0,0,0,NA,NA,6,37,"980005",NA,0,0,0,0,0,0,0,0,0,"0-19%",NA
"220","Census Tract 1944.02, Los Angeles County, California",3776,3137,96552,2929,32,10,482,0,48,58,217,125160,94514,6,37,"194402",219674,0.3,12.8,5.7,0.8,77.6,0,1.5,1.3,6.8,"0-19%","$200k+"
"221","Census Tract 20.28, San Bernardino County, California",5095,3370,71910,1789,653,0,315,217,0,96,2025,87781,72188,6,71,"002028",159969,0,6.2,39.7,12.8,35.1,4.3,1.9,0,52.5,"40-59%","$150-199k"
"222","Census Tract 21.09, San Bernardino County, California",5148,3447,54219,1345,758,19,837,0,94,230,1865,61010,45281,6,71,"002109",106291,0.4,16.3,36.2,14.7,26.1,0,4.5,1.8,51.3,"40-59%","$100-149k"
"223","Census Tract 2213.04, Los Angeles County, California",3894,2542,34375,84,377,0,779,0,0,14,2640,41472,NA,6,37,"221304",NA,0,20,67.8,9.7,2.2,0,0.4,0,77.5,"60-79%",NA
"224","Census Tract 9201.15, Los Angeles County, California",4036,2666,117500,2187,48,0,626,0,0,246,929,108750,126458,6,37,"920115",235208,0,15.5,23,1.2,54.2,0,6.1,0,24.2,"20-39%","$200k+"
"225","Census Tract 9201.02, Los Angeles County, California",5610,3703,79306,2797,239,0,394,10,9,177,1984,88171,86750,6,37,"920102",174921,0,7,35.4,4.3,49.9,0.2,3.2,0.2,39.7,"20-39%","$150-199k"
"226","Census Tract 2214.01, Los Angeles County, California",3523,2268,21545,260,1650,0,248,0,23,70,1272,22306,28451,6,37,"221401",50757,0,7,36.1,46.8,7.4,0,2,0.7,82.9,"80-89%","$50-74k"
"227","Census Tract 2213.03, Los Angeles County, California",2838,1834,31349,165,147,12,363,0,0,13,2138,29625,32500,6,37,"221303",62125,0.4,12.8,75.3,5.2,5.8,0,0.5,0,80.9,"80-89%","$50-74k"
"228","Census Tract 2199.02, Los Angeles County, California",3682,2415,44766,282,728,10,91,0,90,50,2431,32272,76098,6,37,"219902",108370,0.3,2.5,66,19.8,7.7,0,1.4,2.4,86.1,"80-89%","$100-149k"
"229","Census Tract 2187.02, Los Angeles County, California",2218,1478,32218,96,686,7,68,0,44,30,1287,23125,35556,6,37,"218702",58681,0.3,3.1,58,30.9,4.3,0,1.4,2,89.2,"80-89%","$50-74k"
"230","Census Tract 2187.01, Los Angeles County, California",2239,1627,55154,207,888,0,444,0,0,37,663,55625,56000,6,37,"218701",111625,0,19.8,29.6,39.7,9.2,0,1.7,0,69.3,"60-79%","$100-149k"
"231","Census Tract 2170.02, Los Angeles County, California",5058,3714,74215,3225,442,0,500,0,18,146,727,93077,84904,6,37,"217002",177981,0,9.9,14.4,8.7,63.8,0,2.9,0.4,23.1,"20-39%","$150-199k"
"232","Census Tract 2151.02, Los Angeles County, California",3070,2617,61368,1985,0,0,650,0,6,45,384,68287,50855,6,37,"215102",119142,0,21.2,12.5,0,64.7,0,1.5,0.2,12.5,"0-19%","$100-149k"
"233","Census Tract 2170.01, Los Angeles County, California",3240,1867,73603,2784,55,0,125,0,7,174,95,90500,72647,6,37,"217001",163147,0,3.9,2.9,1.7,85.9,0,5.4,0.2,4.6,"0-19%","$150-199k"
"234","Census Tract 2164.02, Los Angeles County, California",2845,2442,75074,2127,3,0,410,0,0,148,157,97946,93125,6,37,"216402",191071,0,14.4,5.5,0.1,74.8,0,5.2,0,5.6,"0-19%","$150-199k"
"235","Census Tract 2164.01, Los Angeles County, California",4380,3386,49395,3453,191,0,226,0,0,95,415,66750,80263,6,37,"216401",147013,0,5.2,9.5,4.4,78.8,0,2.2,0,13.9,"0-19%","$100-149k"
"236","Census Tract 2151.01, Los Angeles County, California",2930,2440,61609,1637,217,0,430,30,78,57,481,64080,75667,6,37,"215101",139747,0,14.7,16.4,7.4,55.9,1,1.9,2.7,23.8,"20-39%","$100-149k"
"237","Census Tract 2145.01, Los Angeles County, California",2860,2125,86438,1341,91,26,982,0,74,145,201,95909,87019,6,37,"214501",182928,0.9,34.3,7,3.2,46.9,0,5.1,2.6,11.1,"0-19%","$150-199k"
"238","Census Tract 2127.02, Los Angeles County, California",3647,2975,68750,734,241,0,1967,0,78,54,573,57750,86563,6,37,"212702",144313,0,53.9,15.7,6.6,20.1,0,1.5,2.1,22.3,"20-39%","$100-149k"
"239","Census Tract 2125.02, Los Angeles County, California",2779,2082,44178,396,281,0,1143,0,0,103,856,43317,55583,6,37,"212502",98900,0,41.1,30.8,10.1,14.2,0,3.7,0,40.9,"40-59%","$75-99k"
"240","Census Tract 504.02, Sutter County, California",3975,2503,83973,2092,40,17,830,0,0,79,917,69375,93115,6,101,"050402",162490,0.4,20.9,23.1,1,52.6,0,2,0,24.5,"20-39%","$150-199k"
